DATE,EUR
29/9/2000,310.1
6/10/2000,310.5
13/10/2000,317.9
20/10/2000,322.9
27/10/2000,313.0
3/11/2000,306.5
10/11/2000,306.7
17/11/2000,311.1
24/11/2000,316.2
1/12/2000,308.4
8/12/2000,307.3
15/12/2000,301.2
22/12/2000,295.7
29/12/2000,292.3
5/1/2001,281.0
12/1/2001,277.9
19/1/2001,283.3
26/1/2001,285.9
2/2/2001,285.7
9/2/2001,281.2
16/2/2001,281.1
23/2/2001,286.7
2/3/2001,281.2
9/3/2001,289.5
16/3/2001,290.7
23/3/2001,294.3
30/3/2001,291.5
6/4/2001,287.1
13/4/2001,290.2
20/4/2001,292.8
27/4/2001,296.4
4/5/2001,297.8
11/5/2001,307.1
18/5/2001,311.3
25/5/2001,322.4
1/6/2001,313.5
8/6/2001,314.7
15/6/2001,315.7
22/6/2001,319.9
29/6/2001,319.6
6/7/2001,313.9
13/7/2001,312.7
20/7/2001,309.0
27/7/2001,304.7
3/8/2001,302.4
10/8/2001,308.0
17/8/2001,302.7
24/8/2001,298.8
31/8/2001,300.5
7/9/2001,302.9
14/9/2001,310.4
21/9/2001,319.3
28/9/2001,321.8
5/10/2001,316.9
12/10/2001,311.1
19/10/2001,311.1
26/10/2001,310.7
2/11/2001,309.6
9/11/2001,310.2
16/11/2001,310.1
23/11/2001,311.5
30/11/2001,307.7
7/12/2001,307.7
14/12/2001,306.9
21/12/2001,312.9
28/12/2001,313.6
4/1/2002,310.4
11/1/2002,320.8
18/1/2002,320.5
25/1/2002,322.7
1/2/2002,329.7
8/2/2002,348.9
15/2/2002,343.4
22/2/2002,333.7
1/3/2002,341.2
8/3/2002,330.0
15/3/2002,328.5
22/3/2002,334.7
29/3/2002,345.5
5/4/2002,342.4
12/4/2002,341.4
19/4/2002,339.5
26/4/2002,341.2
3/5/2002,340.1
10/5/2002,340.9
17/5/2002,337.2
24/5/2002,347.8
31/5/2002,349.6
7/6/2002,345.3
14/6/2002,339.6
21/6/2002,333.0
28/6/2002,322.5
5/7/2002,319.8
12/7/2002,320.2
19/7/2002,318.3
26/7/2002,308.4
2/8/2002,309.7
9/8/2002,321.8
16/8/2002,319.3
23/8/2002,314.5
30/8/2002,319.0
6/9/2002,324.1
13/9/2002,325.8
20/9/2002,327.7
27/9/2002,328.1
4/10/2002,326.1
11/10/2002,321.4
18/10/2002,321.9
25/10/2002,320.3
1/11/2002,321.0
8/11/2002,317.6
15/11/2002,317.0
22/11/2002,318.0
29/11/2002,320.7
6/12/2002,323.2
13/12/2002,325.1
20/12/2002,332.7
27/12/2002,335.7
3/1/2003,330.7
10/1/2003,335.2
17/1/2003,335.0
24/1/2003,338.5
31/1/2003,342.3
7/2/2003,344.9
14/2/2003,328.2
21/2/2003,325.9
28/2/2003,322.4
7/3/2003,317.7
14/3/2003,311.4
21/3/2003,316.3
28/3/2003,307.6
4/4/2003,302.6
11/4/2003,302.0
18/4/2003,299.9
25/4/2003,302.5
2/5/2003,303.5
9/5/2003,302.8
16/5/2003,307.6
23/5/2003,314.4
30/5/2003,307.3
6/6/2003,310.4
13/6/2003,299.2
20/6/2003,308.0
27/6/2003,302.4
4/7/2003,305.8
11/7/2003,304.1
18/7/2003,307.1
25/7/2003,314.5
1/8/2003,313.1
8/8/2003,312.6
15/8/2003,323.9
22/8/2003,330.4
29/8/2003,342.1
5/9/2003,340.7
12/9/2003,334.7
19/9/2003,334.6
26/9/2003,333.6
3/10/2003,330.5
10/10/2003,315.4
17/10/2003,318.5
24/10/2003,328.4
31/10/2003,332.3
7/11/2003,330.3
14/11/2003,337.1
21/11/2003,331.5
28/11/2003,332.3
5/12/2003,331.4
12/12/2003,332.0
19/12/2003,331.7
26/12/2003,328.7
2/1/2004,329.9
9/1/2004,329.6
16/1/2004,329.5
23/1/2004,322.5
30/1/2004,321.8
6/2/2004,318.0
13/2/2004,325.3
20/2/2004,322.4
27/2/2004,318.6
5/3/2004,321.4
12/3/2004,326.5
19/3/2004,333.9
26/3/2004,348.4
2/4/2004,344.8
9/4/2004,346.6
16/4/2004,333.2
23/4/2004,333.6
30/4/2004,324.1
7/5/2004,319.7
14/5/2004,317.6
21/5/2004,320.6
28/5/2004,322.0
4/6/2004,317.2
11/6/2004,320.4
18/6/2004,325.8
25/6/2004,330.8
2/7/2004,323.4
9/7/2004,328.1
16/7/2004,326.5
23/7/2004,323.1
30/7/2004,325.1
6/8/2004,325.5
13/8/2004,321.2
20/8/2004,333.1
27/8/2004,336.6
3/9/2004,332.8
10/9/2004,326.4
17/9/2004,333.5
24/9/2004,332.5
1/10/2004,337.3
8/10/2004,339.7
15/10/2004,336.8
22/10/2004,334.7
29/10/2004,334.5
5/11/2004,333.8
12/11/2004,337.2
19/11/2004,341.2
26/11/2004,340.1
3/12/2004,335.6
10/12/2004,328.2
17/12/2004,331.2
24/12/2004,325.8
31/12/2004,320.5
7/1/2005,323.6
14/1/2005,322.7
21/1/2005,325.7
28/1/2005,328.1
4/2/2005,321.3
11/2/2005,325.3
18/2/2005,326.9
25/2/2005,329.2
4/3/2005,327.3
11/3/2005,329.6
18/3/2005,329.0
25/3/2005,327.9
1/4/2005,329.6
8/4/2005,331.0
15/4/2005,328.4
22/4/2005,332.3
29/4/2005,337.5
6/5/2005,331.0
13/5/2005,332.1
20/5/2005,333.2
27/5/2005,333.4
3/6/2005,345.1
10/6/2005,348.6
17/6/2005,357.7
24/6/2005,364.5
1/7/2005,361.5
8/7/2005,355.6
15/7/2005,347.4
22/7/2005,350.8
29/7/2005,353.2
5/8/2005,355.2
12/8/2005,359.7
19/8/2005,362.1
26/8/2005,354.2
2/9/2005,353.5
9/9/2005,360.7
16/9/2005,374.3
23/9/2005,383.3
30/9/2005,392.5
7/10/2005,390.2
14/10/2005,386.1
21/10/2005,385.2
28/10/2005,389.0
4/11/2005,389.8
11/11/2005,398.7
18/11/2005,415.0
25/11/2005,422.7
2/12/2005,429.8
9/12/2005,444.1
16/12/2005,422.3
23/12/2005,421.3
30/12/2005,434.9
6/1/2006,440.7
13/1/2006,454.0
20/1/2006,469.0
27/1/2006,462.9
3/2/2006,474.2
10/2/2006,467.6
17/2/2006,462.8
24/2/2006,466.9
3/3/2006,470.4
10/3/2006,450.3
17/3/2006,454.1
24/3/2006,463.4
31/3/2006,480.9
7/4/2006,486.9
14/4/2006,490.6
21/4/2006,505.3
28/4/2006,511.3
5/5/2006,532.2
12/5/2006,562.8
19/5/2006,512.8
26/5/2006,504.9
2/6/2006,489.0
9/6/2006,487.1
16/6/2006,454.1
23/6/2006,463.1
30/6/2006,479.8
7/7/2006,492.5
14/7/2006,525.0
21/7/2006,499.7
28/7/2006,499.1
4/8/2006,505.8
11/8/2006,504.9
18/8/2006,478.8
25/8/2006,487.4
1/9/2006,485.1
8/9/2006,481.5
15/9/2006,453.4
22/9/2006,460.1
29/9/2006,473.1
6/10/2006,445.5
13/10/2006,469.1
20/10/2006,473.4
27/10/2006,468.6
3/11/2006,490.2
10/11/2006,489.4
17/11/2006,483.7
24/11/2006,488.5
1/12/2006,486.5
8/12/2006,478.6
15/12/2006,476.5
22/12/2006,471.7
29/12/2006,479.3
5/1/2007,469.1
12/1/2007,479.2
19/1/2007,485.9
26/1/2007,500.2
2/2/2007,497.7
9/2/2007,511.3
16/2/2007,506.8
23/2/2007,518.7
2/3/2007,494.9
9/3/2007,497.4
16/3/2007,490.9
23/3/2007,493.4
30/3/2007,497.1
6/4/2007,501.3
13/4/2007,504.5
20/4/2007,508.6
27/4/2007,496.1
4/5/2007,506.9
11/5/2007,494.7
18/5/2007,486.9
25/5/2007,487.0
1/6/2007,496.7
8/6/2007,490.5
15/6/2007,488.7
22/6/2007,486.2
29/6/2007,481.7
6/7/2007,475.9
13/7/2007,483.9
20/7/2007,492.7
27/7/2007,483.7
3/8/2007,487.1
10/8/2007,488.7
17/8/2007,486.5
24/8/2007,484.6
31/8/2007,492.9
7/9/2007,509.3
14/9/2007,516.5
21/9/2007,522.9
28/9/2007,522.5
5/10/2007,521.1
12/10/2007,528.9
19/10/2007,535.4
26/10/2007,541.6
2/11/2007,550.0
9/11/2007,566.5
16/11/2007,539.7
23/11/2007,550.8
30/11/2007,533.8
7/12/2007,540.8
14/12/2007,546.9
21/12/2007,564.0
28/12/2007,567.0
4/1/2008,578.7
11/1/2008,602.4
18/1/2008,603.1
25/1/2008,624.8
1/2/2008,617.1
8/2/2008,632.1
15/2/2008,621.2
22/2/2008,636.5
29/2/2008,639.9
7/3/2008,633.3
14/3/2008,643.0
21/3/2008,600.5
28/3/2008,592.9
4/4/2008,575.2
11/4/2008,586.4
18/4/2008,577.7
25/4/2008,569.3
2/5/2008,554.1
9/5/2008,567.6
16/5/2008,576.8
23/5/2008,588.2
30/5/2008,570.0
6/6/2008,566.0
13/6/2008,564.4
20/6/2008,580.5
27/6/2008,583.8
4/7/2008,593.5
11/7/2008,605.1
18/7/2008,605.4
25/7/2008,587.4
1/8/2008,586.4
8/8/2008,567.1
15/8/2008,535.4
22/8/2008,556.2
29/8/2008,565.8
5/9/2008,566.8
12/9/2008,529.3
19/9/2008,603.2
26/9/2008,617.5
3/10/2008,599.7
10/10/2008,666.7
17/10/2008,583.2
24/10/2008,559.4
31/10/2008,576.3
7/11/2008,575.1
14/11/2008,589.6
21/11/2008,619.1
28/11/2008,641.9
5/12/2008,590.8
12/12/2008,618.1
19/12/2008,599.9
26/12/2008,600.2
2/1/2009,627.6
9/1/2009,627.2
16/1/2009,629.2
23/1/2009,684.7
30/1/2009,717.5
6/2/2009,710.4
13/2/2009,724.7
20/2/2009,784.0
27/2/2009,749.6
6/3/2009,739.3
13/3/2009,719.9
20/3/2009,703.3
27/3/2009,694.4
3/4/2009,674.1
10/4/2009,666.7
17/4/2009,667.4
24/4/2009,684.8
1/5/2009,667.4
8/5/2009,672.6
15/5/2009,683.7
22/5/2009,686.1
29/5/2009,689.2
5/6/2009,686.8
12/6/2009,669.6
19/6/2009,671.6
26/6/2009,669.5
3/7/2009,666.0
10/7/2009,654.9
17/7/2009,664.4
24/7/2009,670.1
31/7/2009,662.3
7/8/2009,672.9
14/8/2009,669.8
21/8/2009,666.0
28/8/2009,664.8
4/9/2009,694.8
11/9/2009,690.0
18/9/2009,687.4
25/9/2009,674.9
2/10/2009,687.1
9/10/2009,712.5
16/10/2009,704.1
23/10/2009,707.0
30/10/2009,704.9
6/11/2009,737.5
13/11/2009,741.6
20/11/2009,767.9
27/11/2009,778.8
4/12/2009,799.4
11/12/2009,768.7
18/12/2009,773.6
25/12/2009,755.9
1/1/2010,758.0
8/1/2010,786.5
15/1/2010,785.1
22/1/2010,767.2
29/1/2010,775.9
5/2/2010,773.9
12/2/2010,795.0
19/2/2010,823.5
26/2/2010,812.1
5/3/2010,834.1
12/3/2010,804.2
19/3/2010,817.2
26/3/2010,818.4
2/4/2010,829.9
9/4/2010,857.2
16/4/2010,852.5
23/4/2010,852.9
30/4/2010,886.9
7/5/2010,950.4
14/5/2010,995.2
21/5/2010,939.5
28/5/2010,979.2
4/6/2010,999.9
11/6/2010,1008.8
18/6/2010,1014.3
25/6/2010,1020.2
2/7/2010,953.5
9/7/2010,956.8
16/7/2010,918.2
23/7/2010,928.8
30/7/2010,897.3
6/8/2010,908.6
13/8/2010,951.5
20/8/2010,964.5
27/8/2010,971.0
3/9/2010,964.4
10/9/2010,979.5
17/9/2010,976.6
24/9/2010,962.5
1/10/2010,957.5
8/10/2010,962.9
15/10/2010,976.0
22/10/2010,949.8
29/10/2010,969.0
5/11/2010,994.5
12/11/2010,1013.3
19/11/2010,982.7
26/11/2010,1025.3
3/12/2010,1048.8
10/12/2010,1040.2
17/12/2010,1040.7
24/12/2010,1046.9
31/12/2010,1047.7
7/1/2011,1053.0
14/1/2011,1023.1
21/1/2011,989.0
28/1/2011,968.1
4/2/2011,999.7
11/2/2011,1006.6
18/2/2011,1014.5
25/2/2011,1020.2
4/3/2011,1020.0
11/3/2011,1019.9
18/3/2011,1004.4
25/3/2011,1015.3
1/4/2011,1002.4
8/4/2011,1018.0
15/4/2011,1024.2
22/4/2011,1032.2
29/4/2011,1035.0
6/5/2011,1024.7
13/5/2011,1060.0
20/5/2011,1053.4
27/5/2011,1075.0
3/6/2011,1057.2
10/6/2011,1065.0
17/6/2011,1074.6
24/6/2011,1069.4
1/7/2011,1024.0
8/7/2011,1081.1
15/7/2011,1123.7
22/7/2011,1115.2
29/7/2011,1133.3
5/8/2011,1168.7
12/8/2011,1221.2
19/8/2011,1281.7
26/8/2011,1245.2
2/9/2011,1319.8
9/9/2011,1349.9
16/9/2011,1301.5
23/9/2011,1249.4
30/9/2011,1207.4
7/10/2011,1224.4
14/10/2011,1210.2
21/10/2011,1181.9
28/10/2011,1228.1
4/11/2011,1271.2
11/11/2011,1290.9
18/11/2011,1271.2
25/11/2011,1272.5
2/12/2011,1300.8
9/12/2011,1278.7
16/12/2011,1221.7
23/12/2011,1232.1
30/12/2011,1179.4
6/1/2012,1271.4
13/1/2012,1291.2
20/1/2012,1279.5
27/1/2012,1314.4
3/2/2012,1321.5
10/2/2012,1297.7
17/2/2012,1309.0
24/2/2012,1320.3
2/3/2012,1292.7
9/3/2012,1286.3
16/3/2012,1258.8
23/3/2012,1254.6
30/3/2012,1248.4
6/4/2012,1248.6
13/4/2012,1273.8
20/4/2012,1242.8
27/4/2012,1254.6
4/5/2012,1253.4
11/5/2012,1223.0
18/5/2012,1249.4
25/5/2012,1254.4
1/6/2012,1299.0
8/6/2012,1264.5
15/6/2012,1288.9
22/6/2012,1248.9
29/6/2012,1259.6
6/7/2012,1289.5
13/7/2012,1303.1
20/7/2012,1295.5
27/7/2012,1308.2
3/8/2012,1298.2
10/8/2012,1314.4
17/8/2012,1313.1
24/8/2012,1331.8
31/8/2012,1307.8
7/9/2012,1349.9
14/9/2012,1350.5
21/9/2012,1373.9
28/9/2012,1380.5
5/10/2012,1366.0
12/10/2012,1362.5
19/10/2012,1333.0
26/10/2012,1327.0
2/11/2012,1311.8
9/11/2012,1367.7
16/11/2012,1348.6
23/11/2012,1338.5
30/11/2012,1327.1
7/12/2012,1316.1
14/12/2012,1294.0
21/12/2012,1253.6
28/12/2012,1253.7
4/1/2013,1263.3
11/1/2013,1242.0
18/1/2013,1270.4
25/1/2013,1231.9
1/2/2013,1218.6
8/2/2013,1246.8
15/2/2013,1207.6
22/2/2013,1197.8
1/3/2013,1218.6
8/3/2013,1218.5
15/3/2013,1221.1
22/3/2013,1237.0
29/3/2013,1244.7
5/4/2013,1204.1
12/4/2013,1172.4
19/4/2013,1074.4
26/4/2013,1129.6
3/5/2013,1120.2
10/5/2013,1099.7
17/5/2013,1067.3
24/5/2013,1075.2
31/5/2013,1076.0
7/6/2013,1048.4
14/6/2013,1042.9
21/6/2013,986.0
28/6/2013,917.0
5/7/2013,944.9
12/7/2013,980.4
19/7/2013,986.2
26/7/2013,1003.4
2/8/2013,985.7
9/8/2013,980.4
16/8/2013,1027.0
23/8/2013,1027.7
30/8/2013,1057.8
6/9/2013,1054.1
13/9/2013,994.4
20/9/2013,998.7
27/9/2013,990.3
4/10/2013,963.4
11/10/2013,933.1
18/10/2013,961.3
25/10/2013,977.1
1/11/2013,968.9
8/11/2013,963.0
15/11/2013,955.3
22/11/2013,921.5
29/11/2013,920.3
6/12/2013,901.1
13/12/2013,897.3
20/12/2013,874.3
27/12/2013,881.5
3/1/2014,906.8
10/1/2014,910.1
17/1/2014,922.0
24/1/2014,925.8
31/1/2014,927.7
7/2/2014,924.7
14/2/2014,964.5
21/2/2014,962.7
28/2/2014,960.4
7/3/2014,963.2
14/3/2014,994.6
21/3/2014,969.4
28/3/2014,941.5
4/4/2014,947.4
11/4/2014,949.1
18/4/2014,938.9
25/4/2014,940.4
2/5/2014,924.1
9/5/2014,938.7
16/5/2014,942.4
23/5/2014,947.4
30/5/2014,916.4
6/6/2014,914.7
13/6/2014,941.0
20/6/2014,966.8
27/6/2014,965.9
4/7/2014,970.8
11/7/2014,981.7
18/7/2014,967.7
25/7/2014,963.9
1/8/2014,961.5
8/8/2014,976.4
15/8/2014,968.4
22/8/2014,965.3
29/8/2014,976.1
5/9/2014,977.0
12/9/2014,951.9
19/9/2014,949.9
26/9/2014,956.0
3/10/2014,955.1
10/10/2014,965.5
17/10/2014,966.7
24/10/2014,973.1
31/10/2014,929.2
7/11/2014,930.0
14/11/2014,936.7
21/11/2014,969.8
28/11/2014,948.7
5/12/2014,971.0
12/12/2014,976.6
19/12/2014,974.8
26/12/2014,966.1
2/1/2015,974.2
9/1/2015,1029.0
16/1/2015,1111.1
23/1/2015,1150.9
30/1/2015,1116.8
6/2/2015,1093.9
13/2/2015,1080.9
20/2/2015,1062.8
27/2/2015,1082.3
6/3/2015,1082.5
13/3/2015,1094.9
20/3/2015,1096.0
27/3/2015,1098.0
3/4/2015,1101.3
10/4/2015,1136.2
17/4/2015,1116.9
24/4/2015,1088.8
1/5/2015,1047.9
8/5/2015,1057.2
15/5/2015,1066.8
22/5/2015,1092.3
29/5/2015,1086.7
5/6/2015,1048.3
12/6/2015,1049.7
19/6/2015,1062.2
26/6/2015,1050.7
3/7/2015,1052.2
10/7/2015,1037.6
17/7/2015,1043.7
24/7/2015,985.6
31/7/2015,994.2
7/8/2015,999.6
14/8/2015,1006.4
21/8/2015,1022.2
28/8/2015,1011.5
4/9/2015,1006.0
11/9/2015,974.8
18/9/2015,1003.3
25/9/2015,1026.2
2/10/2015,1011.7
9/10/2015,1014.2
16/10/2015,1037.9
23/10/2015,1052.6
30/10/2015,1034.1
6/11/2015,1013.7
13/11/2015,1007.8
20/11/2015,1013.8
27/11/2015,998.1
4/12/2015,991.2
11/12/2015,975.3
18/12/2015,979.8
25/12/2015,974.8
1/1/2016,975.8
8/1/2016,1010.4
15/1/2016,998.7
22/1/2016,1012.8
29/1/2016,1027.5
5/2/2016,1032.3
12/2/2016,1102.6
19/2/2016,1108.5
26/2/2016,1122.5
4/3/2016,1160.6
11/3/2016,1133.4
18/3/2016,1108.9
25/3/2016,1093.7
1/4/2016,1069.7
8/4/2016,1086.6
15/4/2016,1086.2
22/4/2016,1106.1
29/4/2016,1122.5
6/5/2016,1128.4
13/5/2016,1120.4
20/5/2016,1118.5
27/5/2016,1092.6
3/6/2016,1094.6
10/6/2016,1129.0
17/6/2016,1147.4
24/6/2016,1183.5
1/7/2016,1203.7
8/7/2016,1227.3
15/7/2016,1198.7
22/7/2016,1203.1
29/7/2016,1200.1
5/8/2016,1210.8
12/8/2016,1209.6
19/8/2016,1188.9
26/8/2016,1169.1
2/9/2016,1186.7
9/9/2016,1187.0
16/9/2016,1172.0
23/9/2016,1193.2
30/9/2016,1176.8
7/10/2016,1126.3
14/10/2016,1137.6
21/10/2016,1164.6
28/10/2016,1164.8
4/11/2016,1171.3
11/11/2016,1139.1
18/11/2016,1145.2
25/11/2016,1120.0
2/12/2016,1100.8
9/12/2016,1104.3
16/12/2016,1087.1
23/12/2016,1081.4
30/12/2016,1086.4
6/1/2017,1111.7
13/1/2017,1120.3
20/1/2017,1124.3
27/1/2017,1106.8
3/2/2017,1126.3
10/2/2017,1156.2
17/2/2017,1168.4
24/2/2017,1186.2
3/3/2017,1161.2
10/3/2017,1128.6
17/3/2017,1144.7
24/3/2017,1154.5
31/3/2017,1163.9
7/4/2017,1192.9
14/4/2017,1208.6
21/4/2017,1199.3
28/4/2017,1163.0
5/5/2017,1117.7
12/5/2017,1127.2
19/5/2017,1118.4
26/5/2017,1131.1
2/6/2017,1130.8
9/6/2017,1132.5
16/6/2017,1121.0
23/6/2017,1121.2
30/6/2017,1089.2
7/7/2017,1067.2
14/7/2017,1074.7
21/7/2017,1071.1
28/7/2017,1076.8
4/8/2017,1070.3
11/8/2017,1090.7
18/8/2017,1102.8
25/8/2017,1082.6
1/9/2017,1111.5
8/9/2017,1120.0
15/9/2017,1105.7
22/9/2017,1081.8
29/9/2017,1085.4
6/10/2017,1075.5
13/10/2017,1098.1
20/10/2017,1087.0
27/10/2017,1093.4
3/11/2017,1090.8
10/11/2017,1101.2
17/11/2017,1090.1
24/11/2017,1081.1
1/12/2017,1074.9
8/12/2017,1064.3
15/12/2017,1066.3
22/12/2017,1068.6
29/12/2017,1075.1
5/1/2018,1094.3
12/1/2018,1092.3
19/1/2018,1092.0
26/1/2018,1088.3
2/2/2018,1070.3
9/2/2018,1072.9
16/2/2018,1086.2
23/2/2018,1079.9
2/3/2018,1074.1
9/3/2018,1072.0
16/3/2018,1066.9
23/3/2018,1089.5
30/3/2018,1076.4
6/4/2018,1085.7
13/4/2018,1090.1
20/4/2018,1088.7
27/4/2018,1092.0
4/5/2018,1097.5
11/5/2018,1108.8
18/5/2018,1094.6
25/5/2018,1118.5
1/6/2018,1110.0
8/6/2018,1103.4
15/6/2018,1106.4
22/6/2018,1090.5
29/6/2018,1071.0
6/7/2018,1067.7
13/7/2018,1064.2
20/7/2018,1049.5
27/7/2018,1050.4
3/8/2018,1049.4
10/8/2018,1062.2
17/8/2018,1032.9
24/8/2018,1030.1
31/8/2018,1033.5
7/9/2018,1035.0
14/9/2018,1030.3
21/9/2018,1019.3
28/9/2018,1022.2
5/10/2018,1045.8
12/10/2018,1055.0
19/10/2018,1068.1
26/10/2018,1085.1
2/11/2018,1082.8
9/11/2018,1067.0
16/11/2018,1072.8
23/11/2018,1078.7
30/11/2018,1075.3
7/12/2018,1091.5
14/12/2018,1093.5
21/12/2018,1102.3
28/12/2018,1118.5
4/1/2019,1121.8
11/1/2019,1123.0
18/1/2019,1129.8
25/1/2019,1135.2
1/2/2019,1149.9
8/2/2019,1160.7
15/2/2019,1168.9
22/2/2019,1172.1
1/3/2019,1152.1
8/3/2019,1154.3
15/3/2019,1150.9
22/3/2019,1162.2
29/3/2019,1153.7
5/4/2019,1148.0
12/4/2019,1144.0
19/4/2019,1134.6
26/4/2019,1150.5
3/5/2019,1142.8
10/5/2019,1144.7
17/5/2019,1147.7
24/5/2019,1144.7
31/5/2019,1162.6
7/6/2019,1182.5
14/6/2019,1203.8
21/6/2019,1234.2
28/6/2019,1237.3
5/7/2019,1237.4
12/7/2019,1250.9
19/7/2019,1282.9
26/7/2019,1276.6
2/8/2019,1298.6
9/8/2019,1337.1
16/8/2019,1364.5
23/8/2019,1353.7
30/8/2019,1387.9
6/9/2019,1379.2
13/9/2019,1356.1
20/9/2019,1363.9
27/9/2019,1361.0
4/10/2019,1365.4
11/10/2019,1340.3
18/10/2019,1337.6
25/10/2019,1364.6
1/11/2019,1350.8
8/11/2019,1328.5
15/11/2019,1327.3
22/11/2019,1327.3
29/11/2019,1324.3
6/12/2019,1321.1
13/12/2019,1316.9
20/12/2019,1334.2
27/12/2019,1354.0
3/1/2020,1387.2
10/1/2020,1397.9
17/1/2020,1403.9
24/1/2020,1418.9
31/1/2020,1429.5
7/2/2020,1434.4
14/2/2020,1458.1
21/2/2020,1514.3
28/2/2020,1465.6
6/3/2020,1488.6
13/3/2020,1411.9
20/3/2020,1398.1
27/3/2020,1462.6
3/4/2020,1493.8
10/4/2020,1536.5
17/4/2020,1554.4
24/4/2020,1587.0
1/5/2020,1531.8
8/5/2020,1567.3
15/5/2020,1604.1
22/5/2020,1591.8
29/5/2020,1554.1
5/6/2020,1488.0
12/6/2020,1541.4
19/6/2020,1551.2
26/6/2020,1560.1
3/7/2020,1577.0
10/7/2020,1593.1
17/7/2020,1582.3
24/7/2020,1636.3
31/7/2020,1661.7
7/8/2020,1723.0
14/8/2020,1644.1
21/8/2020,1633.6
28/8/2020,1645.1
4/9/2020,1632.8
11/9/2020,1646.0
18/9/2020,1644.9
25/9/2020,1600.6
2/10/2020,1624.5
9/10/2020,1627.9
16/10/2020,1625.5
23/10/2020,1608.4
30/10/2020,1615.5
6/11/2020,1634.4
13/11/2020,1599.8
20/11/2020,1582.3
27/11/2020,1489.1
4/12/2020,1517.9
11/12/2020,1521.4
18/12/2020,1536.4
25/12/2020,1539.0
1/1/2021,1542.7
8/1/2021,1520.0
15/1/2021,1520.8
22/1/2021,1522.0
29/1/2021,1534.1
5/2/2021,1499.3
12/2/2021,1498.8
19/2/2021,1472.9
26/2/2021,1435.9
5/3/2021,1424.3
12/3/2021,1428.0
19/3/2021,1457.0
26/3/2021,1468.0
2/4/2021,1467.7
9/4/2021,1464.5
16/4/2021,1481.2
23/4/2021,1478.7
30/4/2021,1468.4
7/5/2021,1512.6
14/5/2021,1514.9
21/5/2021,1539.1
28/5/2021,1559.7
4/6/2021,1554.3
11/6/2021,1553.2
18/6/2021,1495.5
25/6/2021,1495.0
2/7/2021,1508.2
9/7/2021,1522.2
16/7/2021,1544.8
23/7/2021,1530.1
30/7/2021,1539.7
6/8/2021,1499.1
13/8/2021,1504.2
20/8/2021,1523.2
27/8/2021,1526.0
3/9/2021,1535.0
10/9/2021,1516.4
17/9/2021,1496.1
24/9/2021,1491.3
1/10/2021,1515.2
8/10/2021,1532.1
15/10/2021,1527.4
22/10/2021,1552.6
29/10/2021,1528.8
5/11/2021,1559.4
12/11/2021,1625.7
19/11/2021,1644.4
26/11/2021,1591.5
3/12/2021,1567.0
10/12/2021,1574.4